isin,trade_date,settlement_date,counterparty,region,instrument_type,currency,notional_value,coupon_rate,yield_spread,settlement_method,trade_channel,previous_settlement_fails,counterparty_risk_score,ssi_valid,time_to_settle_days,settlement_status,fail_reason,trade_month,high_notional_flag,interest_to_yield_ratio
JPXRGCSL4PZ5,2025-09-25,2025-09-26,BNP Paribas,EMEA,Sovereign Bond,JPY,9096174.79,5.62,0.89,DVP,Voice,0,0.5,1,1,0,None,9,1,6.24
GB5WC2K2R2Q1,2025-09-15,2025-09-18,BNP Paribas,AMER,Agency Bond,EUR,5273098.83,4.12,0.7,FOP,Chat,0,0.78,1,3,0,None,9,1,5.8
USBO24RUQ8H4,2025-10-27,2025-10-28,Citibank,AMER,Corporate Bond,EUR,2788070.03,3.48,0.7,DVP,FIX API,0,0.63,0,1,0,None,10,0,4.9
INP94S3H88R2,2025-10-23,2025-10-25,Deutsche Bank,AMER,Sovereign Bond,USD,378833.44,3.8,0.63,FOP,FIX API,0,0.59,0,2,0,None,10,0,5.94
INM6MHJSBNJ1,2025-11-09,2025-11-10,Deutsche Bank,AMER,Corporate Bond,EUR,9528712.22,4.2,2.38,FOP,FIX API,1,0.75,0,1,0,None,11,1,1.76
IN0EFJ33CFV8,2025-10-26,2025-10-27,Deutsche Bank,AMER,Corporate Bond,USD,9064651.75,3.25,1.01,FOP,RFQ,1,0.95,0,1,0,None,10,1,3.19
INWBKAAFD592,2025-09-18,2025-09-19,BNP Paribas,AMER,Corporate Bond,EUR,3114291.63,1.73,1.68,FOP,Chat,1,0.57,1,1,0,None,9,0,1.02
FRN9DKDFGV21,2025-09-24,2025-09-25,JP Morgan,APAC,Municipal Bond,GBP,3182094.53,4.53,0.7,FOP,FIX API,1,0.39,1,1,0,None,9,0,6.38
DE3TY8282NI8,2025-09-20,2025-09-21,HSBC,APAC,Municipal Bond,EUR,2900429.41,0.74,0.42,DVP,Chat,0,0.75,1,1,0,None,9,0,1.72
GBROI9G2U7B5,2025-09-17,2025-09-20,Deutsche Bank,AMER,Agency Bond,EUR,7022069.14,2.92,1.48,FOP,RFQ,1,0.4,1,3,0,None,9,1,1.96
JP7DGNXSXHZ4,2025-11-05,2025-11-07,JP Morgan,APAC,Municipal Bond,USD,3719369.14,5.19,2.12,FOP,Voice,1,0.92,0,2,0,None,11,0,2.44
GBUKXM4VAWS1,2025-10-16,2025-10-17,Barclays UK,EMEA,Municipal Bond,GBP,7497962.98,6.92,1.08,FOP,RFQ,1,0.44,1,1,0,None,10,1,6.35
GB6VAWJOL021,2025-09-15,2025-09-17,HSBC,AMER,Sovereign Bond,USD,9054591.0,6.12,0.81,DVP,RFQ,0,0.32,1,2,0,None,9,1,7.46
FRC7PGHB7OM4,2025-10-07,2025-10-09,Barclays UK,AMER,Sovereign Bond,GBP,9989444.0,5.92,1.5,DVP,FIX API,1,0.01,0,2,0,None,10,1,3.92
JPGRH310BHK4,2025-10-29,2025-10-31,Barclays UK,APAC,Sovereign Bond,JPY,6106270.24,3.87,2.84,DVP,RFQ,1,0.02,1,2,0,None,10,1,1.36
GB6LQ1TFXX32,2025-09-18,2025-09-21,Deutsche Bank,AMER,Corporate Bond,JPY,6784674.51,0.57,0.93,FOP,RFQ,0,0.19,0,3,0,None,9,1,0.61
JPJ9MO87U144,2025-09-29,2025-10-01,Citibank,EMEA,Sovereign Bond,GBP,2471558.36,3.82,0.82,FOP,RFQ,1,0.58,0,2,0,None,9,0,4.6
JPZ6LO68AWP6,2025-09-23,2025-09-24,JP Morgan,EMEA,Sovereign Bond,GBP,8266062.27,1.16,2.16,FOP,FIX API,0,0.32,0,1,0,None,9,1,0.53
USRNPWXOHL48,2025-10-23,2025-10-26,Barclays UK,EMEA,Sovereign Bond,EUR,2339996.96,6.25,0.22,DVP,Voice,0,0.1,1,3,0,None,10,0,27.17
USBMIRZG1BL0,2025-11-06,2025-11-07,Barclays UK,AMER,Agency Bond,JPY,7325877.98,2.31,2.54,FOP,Chat,0,0.95,1,1,0,None,11,1,0.91
DE86SVDJV7I5,2025-10-02,2025-10-04,BNP Paribas,AMER,Agency Bond,USD,5295998.71,0.99,1.05,DVP,RFQ,1,0.09,0,2,0,None,10,1,0.93
USM6OHO7OU56,2025-09-28,2025-10-01,HSBC,EMEA,Sovereign Bond,USD,2915016.51,5.07,0.71,DVP,Chat,0,0.79,0,3,0,None,9,0,7.04
GBYTVCLBNZK6,2025-10-01,2025-10-04,Deutsche Bank,EMEA,Sovereign Bond,USD,8420174.76,5.25,0.3,FOP,FIX API,1,0.21,0,3,0,None,10,1,16.94
GBK02XXEKQW9,2025-10-21,2025-10-22,JP Morgan,AMER,Sovereign Bond,USD,5485632.91,2.42,0.74,DVP,FIX API,0,0.58,0,1,0,None,10,1,3.23
USTGP5FWPCM8,2025-09-21,2025-09-22,Citibank,APAC,Corporate Bond,EUR,5395052.3,3.21,2.23,DVP,RFQ,1,0.1,0,1,0,None,9,1,1.43
FRUGBNGIMI13,2025-11-03,2025-11-04,Deutsche Bank,APAC,Corporate Bond,EUR,2399648.11,0.71,2.56,FOP,Voice,2,0.33,0,1,0,None,11,0,0.28
FR3MB4MJQ8P1,2025-09-15,2025-09-18,HSBC,AMER,Municipal Bond,GBP,2755908.31,7.04,2.08,DVP,RFQ,0,0.67,0,3,0,None,9,0,3.37
INVNARM10EM3,2025-10-23,2025-10-26,JP Morgan,EMEA,Agency Bond,USD,7165354.65,2.48,1.84,FOP,Voice,0,0.43,0,3,0,None,10,1,1.34
JPM7LPEH2ZQ6,2025-11-04,2025-11-06,Barclays UK,APAC,Municipal Bond,USD,1316020.45,4.07,1.08,DVP,Chat,0,0.34,0,2,1,Missing Cash,11,0,3.73
GBSRTRFNCEJ9,2025-10-03,2025-10-04,HSBC,EMEA,Municipal Bond,GBP,4142958.84,1.78,1.88,DVP,RFQ,0,0.24,0,1,0,None,10,0,0.94
DECU8CU5NCR6,2025-10-12,2025-10-13,JP Morgan,APAC,Sovereign Bond,JPY,326524.61,3.52,1.34,FOP,Chat,1,0.19,0,1,0,None,10,0,2.61
FR3HD7Q238U1,2025-11-11,2025-11-14,Citibank,APAC,Agency Bond,JPY,5917002.18,0.69,2.89,FOP,FIX API,0,0.31,1,3,0,None,11,1,0.24
DE6LYE9DBFY2,2025-10-16,2025-10-17,Barclays UK,AMER,Municipal Bond,USD,7311370.85,3.9,0.48,FOP,Chat,1,0.1,1,1,0,None,10,1,7.96
JP4B75WXMN42,2025-09-30,2025-10-03,HSBC,AMER,Municipal Bond,EUR,5044333.21,6.12,0.91,FOP,Chat,1,0.28,1,3,0,None,9,1,6.65
FRU0DKAK16M1,2025-10-10,2025-10-12,JP Morgan,APAC,Agency Bond,EUR,9554633.48,6.39,0.28,FOP,Voice,0,0.32,0,2,0,None,10,1,22.03
JPTH8WCR7OJ7,2025-11-11,2025-11-14,Citibank,AMER,Corporate Bond,EUR,9860821.51,2.14,2.04,DVP,Chat,0,0.84,0,3,0,None,11,1,1.04
USEOPD40WVF9,2025-10-25,2025-10-27,Barclays UK,AMER,Agency Bond,JPY,210989.13,3.38,2.71,DVP,FIX API,0,0.9,1,2,0,None,10,0,1.24
GBV3TTJN6BL8,2025-09-24,2025-09-25,JP Morgan,APAC,Agency Bond,JPY,4139668.58,5.96,1.87,FOP,Voice,0,0.51,1,1,0,None,9,0,3.17
US5UBJSR4P25,2025-10-19,2025-10-21,JP Morgan,APAC,Agency Bond,EUR,4828870.06,7.44,0.36,DVP,Voice,0,0.52,0,2,0,None,10,0,20.11
FR30SRFYLFQ0,2025-10-21,2025-10-24,HSBC,APAC,Sovereign Bond,JPY,5780805.72,4.54,2.57,DVP,Chat,0,0.39,1,3,0,None,10,1,1.76
DEY6J0V9RPY1,2025-10-22,2025-10-25,HSBC,EMEA,Municipal Bond,USD,7916550.96,2.32,2.47,FOP,Voice,0,0.27,1,3,0,None,10,1,0.94
US57XINRP7W9,2025-10-17,2025-10-19,JP Morgan,EMEA,Agency Bond,USD,9858260.74,2.74,0.42,DVP,FIX API,0,0.12,1,2,0,None,10,1,6.37
DEHBSJCREKT1,2025-10-15,2025-10-17,Deutsche Bank,EMEA,Agency Bond,EUR,5163737.02,2.0,1.61,DVP,Chat,0,0.14,1,2,0,None,10,1,1.23
INAE4B6HE6W3,2025-10-22,2025-10-24,BNP Paribas,EMEA,Corporate Bond,GBP,713799.39,3.29,0.98,FOP,Chat,0,0.24,0,2,0,None,10,0,3.32
INHZCO2LAGG4,2025-10-02,2025-10-03,BNP Paribas,APAC,Agency Bond,JPY,6343928.09,1.61,0.93,DVP,Chat,0,0.21,1,1,0,None,10,1,1.71
FREAL6I0J761,2025-10-04,2025-10-05,Barclays UK,APAC,Municipal Bond,JPY,3369908.0,6.0,0.37,DVP,Voice,0,0.97,0,1,0,None,10,0,15.79
US86T1M1TFH4,2025-10-16,2025-10-19,Barclays UK,EMEA,Municipal Bond,JPY,3745478.87,6.56,0.32,DVP,Chat,0,0.37,1,3,1,Counterparty Mismatch,10,0,19.88
DE7K4FDR1J24,2025-11-01,2025-11-02,HSBC,AMER,Corporate Bond,USD,9856935.05,1.83,1.93,FOP,Chat,0,0.54,1,1,0,None,11,1,0.94
JPUU0EMJGSH9,2025-10-10,2025-10-11,Deutsche Bank,APAC,Corporate Bond,JPY,9893592.11,3.67,0.46,DVP,Voice,0,0.21,1,1,0,None,10,1,7.81
IN5C90F7ACG4,2025-10-05,2025-10-07,BNP Paribas,APAC,Corporate Bond,USD,3421926.48,3.69,0.58,FOP,Voice,0,0.33,0,2,0,None,10,0,6.25
USWBJR7QA789,2025-09-29,2025-10-02,BNP Paribas,AMER,Corporate Bond,GBP,2067649.52,5.8,1.11,FOP,Chat,0,0.47,0,3,0,None,9,0,5.18
FRIZ7XX1ZCC0,2025-10-02,2025-10-05,BNP Paribas,EMEA,Agency Bond,USD,8461009.55,2.5,0.8,DVP,Voice,0,0.68,1,3,0,None,10,1,3.09
USY67UGOSTG0,2025-09-14,2025-09-16,Citibank,APAC,Sovereign Bond,USD,1034837.99,4.84,1.59,DVP,Voice,1,0.11,0,2,0,None,9,0,3.02
DE8T6JMA8HX4,2025-11-01,2025-11-04,Deutsche Bank,APAC,Corporate Bond,EUR,3598503.14,3.94,0.37,DVP,Chat,1,0.96,0,3,0,None,11,0,10.37
JPMJMS18Q551,2025-11-03,2025-11-04,BNP Paribas,AMER,Sovereign Bond,GBP,3293293.82,4.68,0.9,FOP,Voice,1,0.73,0,1,0,None,11,0,5.14
DEZLJ8KZ0TQ2,2025-10-04,2025-10-05,Citibank,EMEA,Agency Bond,GBP,2611667.69,3.18,0.52,FOP,FIX API,1,0.34,1,1,0,None,10,0,6.0
FRFHG2N54OE1,2025-10-12,2025-10-15,HSBC,AMER,Municipal Bond,JPY,2412543.56,6.33,2.68,FOP,RFQ,0,0.41,0,3,0,None,10,0,2.35
DEEZDJMAFO99,2025-09-14,2025-09-17,HSBC,AMER,Sovereign Bond,USD,7861929.04,0.63,1.83,FOP,FIX API,0,0.59,0,3,0,None,9,1,0.34
DESMSWIDNBJ5,2025-11-08,2025-11-11,Barclays UK,APAC,Municipal Bond,EUR,4338972.48,5.24,1.6,DVP,Chat,0,0.25,0,3,0,None,11,0,3.25
DEQITZN97R88,2025-11-09,2025-11-12,HSBC,EMEA,Agency Bond,GBP,9741666.17,3.16,0.29,DVP,RFQ,1,0.99,0,3,0,None,11,1,10.53
JPXZ0INZ1GF5,2025-10-12,2025-10-13,Citibank,APAC,Municipal Bond,USD,3486135.01,1.44,2.52,DVP,RFQ,0,0.88,0,1,0,None,10,0,0.57
DE7T4XVHU1Z9,2025-09-14,2025-09-15,Citibank,AMER,Corporate Bond,USD,1358477.79,4.62,1.57,FOP,RFQ,0,0.69,0,1,0,None,9,0,2.92
USJ0PMSMDI20,2025-10-09,2025-10-12,Barclays UK,APAC,Corporate Bond,JPY,311474.63,4.77,1.33,DVP,RFQ,1,0.92,0,3,0,None,10,0,3.56
INIDZ4EHPGI4,2025-10-01,2025-10-04,Deutsche Bank,EMEA,Municipal Bond,GBP,9062320.93,0.61,1.05,DVP,Voice,1,0.94,1,3,0,None,10,1,0.58
DE0LKH9XS0X0,2025-09-27,2025-09-29,HSBC,AMER,Municipal Bond,USD,8350410.27,1.93,0.82,DVP,Chat,0,0.19,1,2,1,Late SSI,9,1,2.33
DEDZTL5MU663,2025-09-14,2025-09-16,Barclays UK,EMEA,Corporate Bond,JPY,6060112.8,4.96,2.87,DVP,Voice,0,0.23,1,2,0,None,9,1,1.72
INQH660FQW59,2025-10-06,2025-10-08,Citibank,AMER,Municipal Bond,USD,5127664.05,3.84,0.28,DVP,RFQ,0,0.45,1,2,0,None,10,1,13.24
INJRKLPWCVL7,2025-10-08,2025-10-10,HSBC,AMER,Municipal Bond,USD,2301577.64,2.83,1.12,DVP,RFQ,2,0.31,1,2,1,Late SSI,10,0,2.5
JPDCBLYVZM98,2025-10-17,2025-10-19,Citibank,AMER,Municipal Bond,USD,9912860.3,2.99,1.39,DVP,FIX API,1,0.96,0,2,0,None,10,1,2.14
JP7Y569PCDK4,2025-10-07,2025-10-10,Deutsche Bank,APAC,Corporate Bond,EUR,2136887.2,2.88,0.76,FOP,FIX API,0,0.24,1,3,0,None,10,0,3.74
GBIAT70T23F0,2025-09-23,2025-09-26,Barclays UK,EMEA,Sovereign Bond,GBP,3030305.9,1.1,0.35,DVP,Chat,1,0.56,0,3,0,None,9,0,3.06
JPZY0H9JSJC3,2025-10-28,2025-10-29,Citibank,EMEA,Municipal Bond,JPY,4439208.42,4.44,0.95,DVP,Chat,0,0.3,1,1,0,None,10,0,4.63
USZ5FVSTSXB1,2025-10-07,2025-10-10,JP Morgan,APAC,Sovereign Bond,GBP,9161782.68,0.79,0.78,FOP,RFQ,1,0.81,0,3,1,Counterparty Mismatch,10,1,1.0
GBOG3GLWI5U3,2025-10-06,2025-10-07,Barclays UK,APAC,Municipal Bond,EUR,6964213.01,2.41,1.42,FOP,Voice,0,0.3,0,1,0,None,10,1,1.69
USKD9AZTZWJ8,2025-09-29,2025-09-30,Barclays UK,EMEA,Sovereign Bond,GBP,5842910.18,6.28,1.15,DVP,FIX API,0,0.35,0,1,0,None,9,1,5.41
DEWYXV1I6Z84,2025-10-09,2025-10-11,HSBC,AMER,Sovereign Bond,JPY,7541001.0,2.79,1.8,FOP,RFQ,1,0.39,1,2,0,None,10,1,1.54
GBZ9W4V2OSZ9,2025-09-28,2025-09-30,Citibank,APAC,Municipal Bond,USD,4317998.16,6.73,1.76,FOP,FIX API,0,0.97,0,2,0,None,9,0,3.8
FR3DUHFNX339,2025-10-29,2025-10-31,Citibank,APAC,Sovereign Bond,JPY,4248877.45,4.7,2.45,DVP,Voice,1,0.84,1,2,0,None,10,0,1.91
DEHFCSCD00G6,2025-11-07,2025-11-10,Barclays UK,APAC,Agency Bond,GBP,3898505.28,6.33,2.77,FOP,FIX API,1,0.49,0,3,0,None,11,0,2.28
FRCBR76HHGK6,2025-11-01,2025-11-04,HSBC,EMEA,Municipal Bond,EUR,5906388.43,1.88,1.43,DVP,FIX API,0,0.87,1,3,0,None,11,1,1.31
GBH6LQW1FER6,2025-10-25,2025-10-27,JP Morgan,EMEA,Sovereign Bond,USD,6104130.69,2.82,1.31,DVP,RFQ,0,0.41,1,2,0,None,10,1,2.14
DEDOK2RE6W13,2025-10-01,2025-10-02,JP Morgan,AMER,Sovereign Bond,GBP,8994390.1,2.02,1.34,DVP,Chat,1,0.97,1,1,0,None,10,1,1.5
JPN1A9BLI8Y2,2025-10-28,2025-10-29,JP Morgan,EMEA,Municipal Bond,USD,7327782.36,5.39,2.31,FOP,RFQ,0,0.46,0,1,0,None,10,1,2.32
GB873OCFB1Q4,2025-11-01,2025-11-02,BNP Paribas,EMEA,Agency Bond,USD,6514083.77,4.76,0.3,FOP,RFQ,1,0.06,0,1,0,None,11,1,15.35
FRVR94HSS7I2,2025-10-08,2025-10-11,JP Morgan,APAC,Municipal Bond,JPY,7699581.37,3.37,0.63,FOP,RFQ,0,0.47,1,3,0,None,10,1,5.27
INLWH0999WJ1,2025-11-04,2025-11-06,Barclays UK,APAC,Corporate Bond,USD,9197566.15,2.49,2.02,FOP,RFQ,0,0.11,1,2,0,None,11,1,1.23
DEKF45J55EE4,2025-09-24,2025-09-26,JP Morgan,APAC,Municipal Bond,GBP,2325687.71,4.63,0.54,FOP,Voice,0,0.1,1,2,0,None,9,0,8.42
DEH90QN2KYZ6,2025-10-01,2025-10-03,HSBC,AMER,Sovereign Bond,EUR,1222333.96,6.92,0.75,FOP,RFQ,0,0.12,0,2,0,None,10,0,9.11
USTPNI6U9543,2025-10-22,2025-10-23,Deutsche Bank,AMER,Agency Bond,USD,997679.04,6.08,1.54,DVP,Chat,1,0.39,0,1,0,None,10,0,3.92
GBMMSAEXQQL8,2025-10-21,2025-10-23,Citibank,AMER,Sovereign Bond,JPY,2813024.63,2.17,1.55,FOP,Voice,0,0.29,0,2,0,None,10,0,1.39
DESGEK8XZLP5,2025-09-30,2025-10-02,JP Morgan,EMEA,Corporate Bond,GBP,7795257.98,5.47,0.7,DVP,Voice,0,0.12,0,2,0,None,9,1,7.7
JPTHB5C02AL4,2025-10-21,2025-10-23,Barclays UK,EMEA,Sovereign Bond,JPY,940843.85,4.19,1.05,FOP,RFQ,0,0.76,1,2,1,Counterparty Mismatch,10,0,3.95
JPJUCS9A8Q81,2025-09-25,2025-09-28,Deutsche Bank,APAC,Agency Bond,EUR,7609379.59,0.9,1.58,FOP,FIX API,1,0.56,1,3,0,None,9,1,0.57
JP9V5L4IAUS4,2025-09-15,2025-09-18,Barclays UK,AMER,Sovereign Bond,USD,3742592.26,2.4,2.84,FOP,Chat,0,0.32,0,3,0,None,9,0,0.84
GB1B0AHAXVO7,2025-09-16,2025-09-18,Citibank,AMER,Agency Bond,JPY,8587038.7,4.61,2.36,DVP,FIX API,1,0.81,0,2,0,None,9,1,1.95
USWDC7LXXRO2,2025-10-16,2025-10-17,BNP Paribas,APAC,Sovereign Bond,JPY,1567504.25,4.52,1.16,DVP,Voice,0,0.56,1,1,0,None,10,0,3.86
INBPPCTBRQ95,2025-09-25,2025-09-27,BNP Paribas,EMEA,Municipal Bond,EUR,417906.73,0.73,2.19,DVP,Chat,1,0.19,1,2,1,Counterparty Mismatch,9,0,0.33
DEXYSAFZ7AI5,2025-09-20,2025-09-23,BNP Paribas,APAC,Agency Bond,EUR,8370518.2,3.39,1.89,FOP,Voice,0,0.12,1,3,0,None,9,1,1.78
FRR1DD5OCEP1,2025-09-30,2025-10-02,JP Morgan,EMEA,Corporate Bond,USD,6264448.68,3.89,0.61,DVP,FIX API,0,0.8,1,2,0,None,9,1,6.27
DEUC67QBF759,2025-10-26,2025-10-27,HSBC,EMEA,Municipal Bond,JPY,6154929.72,3.11,0.22,DVP,Chat,2,0.23,0,1,0,None,10,1,13.52
DEACT4V5T4C0,2025-10-27,2025-10-28,Barclays UK,APAC,Agency Bond,GBP,6506712.53,3.76,1.97,DVP,FIX API,1,0.31,1,1,0,None,10,1,1.9
USY9YXWBFQZ2,2025-09-27,2025-09-28,JP Morgan,APAC,Sovereign Bond,GBP,8323594.54,3.91,0.61,FOP,RFQ,1,0.08,1,1,0,None,9,1,6.31
USPE4S45ZO29,2025-09-23,2025-09-24,Deutsche Bank,EMEA,Sovereign Bond,JPY,6590945.2,1.49,0.37,FOP,Voice,2,0.35,0,1,0,None,9,1,3.92
INNXFLH33ZD6,2025-10-13,2025-10-16,HSBC,AMER,Municipal Bond,GBP,5781305.25,0.72,1.67,DVP,Voice,0,0.81,0,3,0,None,10,1,0.43
DEZ4BKBBSTH7,2025-10-04,2025-10-05,JP Morgan,APAC,Sovereign Bond,EUR,2438978.03,1.04,0.56,FOP,Voice,0,0.84,0,1,0,None,10,0,1.82
JPPQCYCN94A3,2025-10-02,2025-10-04,JP Morgan,APAC,Sovereign Bond,USD,5359207.3,3.86,2.44,FOP,Voice,1,0.42,1,2,0,None,10,1,1.58
INQPVKKYCUS1,2025-10-31,2025-11-02,JP Morgan,EMEA,Sovereign Bond,GBP,7055611.86,6.79,0.75,FOP,Voice,0,0.6,1,2,0,None,10,1,8.93
GB37ZZYO8PH1,2025-11-12,2025-11-14,Deutsche Bank,EMEA,Sovereign Bond,USD,1156464.2,1.44,2.53,FOP,FIX API,0,0.75,0,2,0,None,11,0,0.57
GBS3DUH5YOE8,2025-10-11,2025-10-13,BNP Paribas,AMER,Corporate Bond,JPY,899585.23,4.87,2.62,DVP,Chat,0,0.84,0,2,0,None,10,0,1.85
INWFXG6SPPW4,2025-10-31,2025-11-03,BNP Paribas,APAC,Corporate Bond,JPY,4331934.64,6.38,1.64,FOP,RFQ,0,0.76,1,3,0,None,10,0,3.87
FR4HA539G108,2025-10-03,2025-10-04,HSBC,APAC,Corporate Bond,EUR,5547813.36,4.77,2.12,DVP,FIX API,1,0.92,1,1,0,None,10,1,2.24
FRFXS4H02WS2,2025-11-03,2025-11-04,JP Morgan,EMEA,Agency Bond,USD,1308588.81,4.86,2.66,DVP,RFQ,2,0.1,1,1,0,None,11,0,1.82
GB30M4DK0W24,2025-11-10,2025-11-13,BNP Paribas,EMEA,Municipal Bond,GBP,4113838.46,7.28,0.68,DVP,Voice,0,0.58,1,3,0,None,11,0,10.55
DEIL0YIVVD72,2025-09-17,2025-09-18,BNP Paribas,APAC,Corporate Bond,GBP,7656832.24,2.62,2.96,DVP,Chat,0,0.5,1,1,0,None,9,1,0.88
GBSK8U6FRAY5,2025-10-30,2025-11-02,BNP Paribas,APAC,Sovereign Bond,GBP,9569614.82,1.72,1.66,DVP,Chat,0,0.4,1,3,0,None,10,1,1.03
USQQYSQUB3L2,2025-09-18,2025-09-19,JP Morgan,APAC,Sovereign Bond,EUR,6654677.9,1.58,1.55,FOP,RFQ,0,0.79,1,1,0,None,9,1,1.01
INKA7UGVA688,2025-10-12,2025-10-15,Citibank,EMEA,Municipal Bond,GBP,3200847.74,1.99,0.46,DVP,RFQ,0,0.38,1,3,0,None,10,0,4.23
US8S91CG6FZ4,2025-09-25,2025-09-27,HSBC,APAC,Corporate Bond,JPY,6077851.39,7.45,2.9,FOP,Chat,0,0.83,0,2,0,None,9,1,2.56
FRJGDJNN92M0,2025-11-03,2025-11-06,Barclays UK,AMER,Municipal Bond,EUR,8352062.86,0.89,0.7,FOP,FIX API,0,0.54,0,3,0,None,11,1,1.25
JP0PKH2LKQB8,2025-11-02,2025-11-04,Deutsche Bank,EMEA,Agency Bond,USD,7793880.99,5.79,2.47,DVP,Voice,1,0.22,1,2,0,None,11,1,2.33
INMND8M49QK9,2025-11-02,2025-11-03,Citibank,EMEA,Municipal Bond,USD,1308015.11,5.44,2.92,DVP,Chat,0,0.04,0,1,0,None,11,0,1.86
DE21ZZRUO0C6,2025-09-21,2025-09-23,Citibank,APAC,Agency Bond,EUR,4362582.66,2.54,2.44,DVP,Chat,0,0.47,0,2,0,None,9,0,1.04
USHJTZ1M2D71,2025-10-30,2025-11-01,Citibank,AMER,Agency Bond,JPY,3683492.93,2.97,2.3,DVP,Chat,0,0.78,1,2,0,None,10,0,1.29
IN1T4MHN93A0,2025-09-28,2025-10-01,Citibank,APAC,Corporate Bond,USD,2209671.99,2.96,0.95,FOP,Voice,1,0.67,0,3,0,None,9,0,3.08
JP1J9Q9CCR38,2025-10-30,2025-11-02,Barclays UK,APAC,Corporate Bond,USD,3741380.89,4.04,1.9,FOP,FIX API,0,0.89,1,3,0,None,10,0,2.12
DEDTI9H21OJ7,2025-10-10,2025-10-11,Citibank,EMEA,Corporate Bond,JPY,6309398.0,3.26,0.57,DVP,FIX API,0,0.12,1,1,0,None,10,1,5.62
FR3SHC6ALEK4,2025-10-28,2025-10-31,Citibank,AMER,Agency Bond,GBP,9974521.16,3.34,0.72,DVP,RFQ,0,0.63,0,3,0,None,10,1,4.58
INHMJNOKEB22,2025-09-16,2025-09-18,Deutsche Bank,EMEA,Municipal Bond,USD,4877504.22,3.67,2.41,FOP,RFQ,2,0.22,0,2,0,None,9,0,1.52
INX7RER5H7X9,2025-10-11,2025-10-13,JP Morgan,APAC,Municipal Bond,JPY,2867396.74,2.83,1.72,DVP,Chat,1,0.05,0,2,0,None,10,0,1.64
IN2AYZ87NVA4,2025-10-30,2025-11-01,Barclays UK,EMEA,Corporate Bond,USD,1181945.64,2.3,2.53,FOP,FIX API,0,0.62,0,2,0,None,10,0,0.91
DEQFR5LNU2F1,2025-10-15,2025-10-17,BNP Paribas,EMEA,Sovereign Bond,USD,8027049.39,5.78,2.56,DVP,RFQ,0,0.62,0,2,0,None,10,1,2.25
INTVOTL2NVC5,2025-11-11,2025-11-12,BNP Paribas,APAC,Corporate Bond,USD,2315263.8,4.4,2.68,FOP,Voice,1,0.59,1,1,0,None,11,0,1.64
USA5IBXB0JR4,2025-10-12,2025-10-14,Barclays UK,APAC,Municipal Bond,EUR,6521788.18,5.19,1.97,FOP,FIX API,0,0.22,0,2,1,Missing Cash,10,1,2.62
JP88QOCDSWV4,2025-10-24,2025-10-25,BNP Paribas,AMER,Municipal Bond,GBP,548421.78,3.77,1.33,DVP,RFQ,1,0.36,0,1,0,None,10,0,2.81
JP39X8OZUMW9,2025-10-02,2025-10-03,BNP Paribas,EMEA,Agency Bond,EUR,4015326.51,4.45,2.69,FOP,RFQ,2,0.99,1,1,0,None,10,0,1.65
FR9OF1PDWS47,2025-10-03,2025-10-05,BNP Paribas,EMEA,Corporate Bond,GBP,8269661.73,6.39,2.26,DVP,RFQ,1,0.28,1,2,0,None,10,1,2.81
GBCJN71JSET8,2025-10-21,2025-10-24,Barclays UK,APAC,Agency Bond,USD,3886107.34,6.9,0.78,FOP,Chat,0,0.58,0,3,0,None,10,0,8.73
FRZSF5ZAHRP6,2025-09-16,2025-09-18,Barclays UK,AMER,Agency Bond,USD,5689175.1,6.97,0.39,DVP,Voice,1,0.22,0,2,0,None,9,1,17.42
GB1SKODJGXV3,2025-11-09,2025-11-11,Citibank,EMEA,Agency Bond,GBP,5082880.47,5.06,0.23,FOP,RFQ,1,0.29,1,2,0,None,11,1,21.08
JPXVZ7XS82S4,2025-10-15,2025-10-18,BNP Paribas,EMEA,Agency Bond,JPY,2891314.95,4.97,0.68,DVP,Voice,1,0.83,0,3,0,None,10,0,7.2
FRROPFYH64Q9,2025-09-29,2025-10-01,Deutsche Bank,EMEA,Sovereign Bond,EUR,3978827.63,2.15,2.02,FOP,Voice,0,0.57,0,2,0,None,9,0,1.06
GBKTKO9PG0O2,2025-10-22,2025-10-25,HSBC,APAC,Corporate Bond,JPY,4042282.06,2.54,2.16,FOP,Voice,0,0.65,1,3,0,None,10,0,1.17
JPONF2JY3S52,2025-09-25,2025-09-27,HSBC,EMEA,Agency Bond,USD,3714007.57,2.48,0.35,DVP,Voice,0,0.27,0,2,0,None,9,0,6.89
DENWWWVHI6Q8,2025-11-06,2025-11-08,Citibank,APAC,Corporate Bond,USD,7760506.24,3.27,2.84,DVP,RFQ,2,0.83,1,2,0,None,11,1,1.15
FRI1KSVC8BD7,2025-11-04,2025-11-05,Citibank,EMEA,Agency Bond,USD,1382308.65,5.56,1.84,DVP,FIX API,1,0.51,1,1,0,None,11,0,3.01
INGQLM9223Y1,2025-09-27,2025-09-28,Citibank,AMER,Sovereign Bond,JPY,4043687.82,5.52,2.64,DVP,FIX API,1,0.84,0,1,0,None,9,0,2.08
GBPF6IZ93XX2,2025-09-20,2025-09-21,JP Morgan,APAC,Sovereign Bond,GBP,2821269.64,6.72,0.67,DVP,FIX API,1,0.44,0,1,0,None,9,0,9.88
