isin,trade_date,settlement_date,counterparty,region,instrument_type,currency,notional_value,coupon_rate,yield_spread,settlement_method,trade_channel,previous_settlement_fails,counterparty_risk_score,ssi_valid,time_to_settle_days,settlement_status,fail_reason,trade_month,high_notional_flag,interest_to_yield_ratio
JPA48NL4STF2,2025-10-18,2025-10-19,Deutsche Bank,AMER,Corporate Bond,USD,7475861.69,1.33,0.8,FOP,RFQ,0,0.2,1,1,0,None,10,1,1.64
JPOBK43J3KK2,2025-10-27,2025-10-28,Deutsche Bank,AMER,Municipal Bond,GBP,5159792.99,0.91,1.73,DVP,FIX API,0,0.8,0,1,0,None,10,1,0.52
US0AJN9GUH06,2025-09-21,2025-09-24,HSBC,EMEA,Municipal Bond,GBP,1959297.0,5.72,1.82,FOP,RFQ,0,0.54,1,3,0,None,9,0,3.13
FRO4MAYU4HF7,2025-10-07,2025-10-08,BNP Paribas,APAC,Municipal Bond,JPY,9662261.63,2.18,2.71,DVP,Voice,0,0.58,0,1,0,None,10,1,0.8
JPYC4R756CW1,2025-10-20,2025-10-23,Deutsche Bank,AMER,Corporate Bond,USD,9490632.3,3.43,2.6,DVP,Voice,0,0.26,0,3,0,None,10,1,1.31
USBOHM4YZB13,2025-11-05,2025-11-08,Barclays UK,AMER,Municipal Bond,EUR,9214815.57,3.9,1.96,FOP,RFQ,0,0.0,1,3,0,None,11,1,1.98
USMOXW7SJI67,2025-10-14,2025-10-15,Citibank,APAC,Sovereign Bond,GBP,1025580.82,2.46,1.03,FOP,FIX API,1,0.97,0,1,1,Counterparty Mismatch,10,0,2.37
US5S15ZRIYU1,2025-10-07,2025-10-08,Citibank,EMEA,Corporate Bond,USD,1616999.97,3.83,1.98,DVP,Voice,1,0.06,0,1,0,None,10,0,1.92
DE8ZATBO4929,2025-11-11,2025-11-12,Barclays UK,AMER,Sovereign Bond,GBP,1680926.17,7.0,2.08,FOP,FIX API,0,0.66,1,1,0,None,11,0,3.35
FR9F9VTC8597,2025-11-07,2025-11-08,Deutsche Bank,APAC,Agency Bond,JPY,6246808.08,3.37,0.52,FOP,RFQ,0,0.69,1,1,0,None,11,1,6.36
FR32AOIAFU60,2025-10-29,2025-10-30,Barclays UK,EMEA,Sovereign Bond,USD,8195223.19,5.12,1.93,DVP,Chat,0,0.42,0,1,0,None,10,1,2.64
USZK7KVJDTU4,2025-09-30,2025-10-03,JP Morgan,EMEA,Corporate Bond,EUR,7426054.83,4.07,2.91,FOP,FIX API,0,0.96,1,3,0,None,9,1,1.39
GBIPML3VHAF8,2025-11-10,2025-11-13,HSBC,EMEA,Sovereign Bond,USD,5478351.63,4.08,0.26,FOP,RFQ,2,0.57,0,3,0,None,11,1,15.11
USX7SPCRZXC8,2025-11-11,2025-11-13,HSBC,APAC,Agency Bond,USD,3648649.53,2.13,1.02,DVP,Chat,0,0.58,0,2,0,None,11,0,2.07
GBD22IUX2TQ2,2025-10-11,2025-10-13,BNP Paribas,AMER,Corporate Bond,USD,4441162.36,2.51,0.38,FOP,Voice,0,0.89,0,2,0,None,10,0,6.44
FR0GBHVXRC81,2025-09-22,2025-09-23,BNP Paribas,APAC,Agency Bond,EUR,8285297.62,7.48,2.21,FOP,Chat,0,0.02,0,1,1,Late SSI,9,1,3.37
GBMM8L7RS4R1,2025-10-08,2025-10-10,BNP Paribas,EMEA,Agency Bond,JPY,8105182.1,4.47,0.79,FOP,RFQ,0,0.01,0,2,0,None,10,1,5.59
IN9T3RBEZ4D5,2025-10-26,2025-10-27,Barclays UK,AMER,Corporate Bond,JPY,316135.58,7.46,0.63,FOP,FIX API,0,0.71,1,1,0,None,10,0,11.66
DEKO5FUAT627,2025-10-28,2025-10-29,Barclays UK,AMER,Corporate Bond,GBP,898051.76,5.87,1.8,DVP,RFQ,1,0.09,0,1,0,None,10,0,3.24
INYQ6N58Y542,2025-10-01,2025-10-03,BNP Paribas,APAC,Corporate Bond,USD,9174571.4,6.94,0.33,FOP,Voice,1,0.12,0,2,0,None,10,1,20.41
USWBT5WNWZ18,2025-10-26,2025-10-29,JP Morgan,EMEA,Municipal Bond,GBP,7719678.44,2.35,2.21,FOP,RFQ,1,0.84,1,3,0,None,10,1,1.06
GBFSW13R3KR3,2025-11-04,2025-11-05,BNP Paribas,AMER,Sovereign Bond,USD,4191184.93,3.94,0.59,FOP,Voice,0,0.45,0,1,0,None,11,0,6.57
DEO7UD35NWJ8,2025-10-26,2025-10-27,JP Morgan,EMEA,Corporate Bond,JPY,8217014.26,4.12,0.77,FOP,RFQ,1,0.66,0,1,0,None,10,1,5.28
US65ODUJ7JT4,2025-11-09,2025-11-11,JP Morgan,AMER,Municipal Bond,GBP,1554686.16,2.89,2.74,DVP,Chat,0,0.91,1,2,0,None,11,0,1.05
FRS9JOAF4US3,2025-10-21,2025-10-23,BNP Paribas,EMEA,Agency Bond,JPY,8554752.61,7.21,1.52,DVP,RFQ,0,0.56,0,2,0,None,10,1,4.71
USHTQHUOSU49,2025-09-26,2025-09-29,BNP Paribas,AMER,Agency Bond,USD,4285754.38,6.03,2.43,FOP,FIX API,0,0.89,1,3,0,None,9,0,2.47
INGAYBFESEP1,2025-10-21,2025-10-23,Deutsche Bank,APAC,Municipal Bond,JPY,1163502.43,1.91,2.71,FOP,FIX API,1,0.5,0,2,0,None,10,0,0.7
INVEZU69G5A0,2025-10-01,2025-10-03,Barclays UK,AMER,Agency Bond,JPY,6774978.78,1.43,1.04,FOP,Voice,2,0.06,1,2,1,Counterparty Mismatch,10,1,1.36
DE3XGIORDRF8,2025-10-04,2025-10-07,BNP Paribas,AMER,Sovereign Bond,JPY,8471487.47,6.49,1.77,FOP,RFQ,0,0.52,1,3,0,None,10,1,3.65
FRH2CI334D34,2025-10-24,2025-10-25,BNP Paribas,APAC,Corporate Bond,EUR,1902469.36,0.89,2.85,FOP,Voice,2,0.0,1,1,0,None,10,0,0.31
DE9UMM9L3SF2,2025-11-11,2025-11-12,Deutsche Bank,AMER,Corporate Bond,GBP,8196964.06,2.22,2.34,DVP,Voice,0,0.8,1,1,0,None,11,1,0.94
FRPGP29YV7U5,2025-10-23,2025-10-24,BNP Paribas,AMER,Sovereign Bond,JPY,2120810.62,1.9,0.29,FOP,RFQ,0,0.73,0,1,0,None,10,0,6.33
IN6V299BWME1,2025-11-10,2025-11-13,HSBC,APAC,Sovereign Bond,JPY,2596493.95,3.67,1.95,DVP,FIX API,0,0.88,0,3,0,None,11,0,1.87
INY1F9BTUOM8,2025-10-14,2025-10-16,Citibank,AMER,Municipal Bond,JPY,8683449.28,2.67,0.33,DVP,Voice,1,0.45,1,2,0,None,10,1,7.85
JP1IWDG8XFG6,2025-10-25,2025-10-26,BNP Paribas,AMER,Sovereign Bond,JPY,5985194.08,7.0,0.93,FOP,Chat,0,0.28,1,1,0,None,10,1,7.45
DEN0C4MZNX03,2025-10-03,2025-10-04,JP Morgan,AMER,Sovereign Bond,USD,7389824.04,4.99,2.3,FOP,RFQ,1,0.82,0,1,1,Missing Cash,10,1,2.16
DE2LE9QUFUU0,2025-09-20,2025-09-23,BNP Paribas,APAC,Corporate Bond,USD,2235042.05,5.5,1.65,DVP,FIX API,0,0.82,0,3,0,None,9,0,3.31
IN0549C75SC2,2025-10-05,2025-10-07,Citibank,AMER,Corporate Bond,JPY,9308670.28,5.63,2.35,FOP,RFQ,0,0.07,0,2,1,Missing Cash,10,1,2.39
JPWJA2S03L26,2025-10-12,2025-10-14,Barclays UK,APAC,Corporate Bond,USD,6962551.34,4.43,1.16,FOP,FIX API,0,0.04,0,2,0,None,10,1,3.79
JP4DBCRX7W98,2025-10-18,2025-10-19,JP Morgan,EMEA,Corporate Bond,USD,2193449.14,1.71,1.57,FOP,Voice,0,0.59,1,1,0,None,10,0,1.08
GB3QPCVHBFW1,2025-10-24,2025-10-26,Citibank,APAC,Agency Bond,GBP,9013365.64,3.81,2.59,DVP,Chat,0,0.93,0,2,0,None,10,1,1.47
GBHCYN12Y295,2025-10-09,2025-10-10,Deutsche Bank,APAC,Agency Bond,EUR,4812837.41,4.62,1.34,DVP,Voice,1,0.33,1,1,1,Counterparty Mismatch,10,0,3.42
GB66YLL334E2,2025-10-28,2025-10-31,Deutsche Bank,EMEA,Corporate Bond,EUR,2397582.97,6.92,0.42,FOP,Chat,0,0.24,0,3,1,Instruction Error,10,0,16.09
IN5OHGVCIHW2,2025-11-03,2025-11-05,Barclays UK,EMEA,Municipal Bond,USD,145545.4,4.98,2.62,DVP,FIX API,0,0.67,1,2,1,Late SSI,11,0,1.89
INZH23GXJOV2,2025-10-01,2025-10-03,Citibank,EMEA,Municipal Bond,JPY,8945855.47,3.54,1.76,DVP,Voice,1,0.97,0,2,0,None,10,1,2.0
JP1M8ACZXW79,2025-11-03,2025-11-04,Barclays UK,EMEA,Agency Bond,EUR,3089604.25,3.1,0.58,DVP,RFQ,1,0.21,1,1,0,None,11,0,5.25
DEDIHZ9145X9,2025-11-01,2025-11-02,Citibank,AMER,Corporate Bond,GBP,4088805.2,3.11,2.96,DVP,Voice,0,0.85,0,1,0,None,11,0,1.05
DEIBQR8KPB81,2025-10-15,2025-10-16,Barclays UK,EMEA,Corporate Bond,JPY,3492090.38,5.18,2.9,DVP,Voice,1,0.39,1,1,0,None,10,0,1.78
DE3BA7HBWZR4,2025-09-15,2025-09-16,Citibank,APAC,Municipal Bond,JPY,5784151.0,7.35,1.41,DVP,RFQ,1,0.94,0,1,0,None,9,1,5.18
GBMJUF1S8CR9,2025-09-22,2025-09-25,Citibank,AMER,Corporate Bond,JPY,6468694.54,4.13,0.38,FOP,FIX API,1,0.99,0,3,0,None,9,1,10.59
DEO7QBKYVVF5,2025-10-24,2025-10-26,BNP Paribas,APAC,Municipal Bond,GBP,966970.89,3.97,2.8,FOP,FIX API,0,0.9,1,2,0,None,10,0,1.41
FRJV977VZ7V9,2025-09-25,2025-09-28,BNP Paribas,EMEA,Corporate Bond,GBP,7004096.89,2.88,0.29,FOP,RFQ,0,0.51,1,3,0,None,9,1,9.6
JP1NQJM6EVH2,2025-10-29,2025-10-30,Deutsche Bank,AMER,Corporate Bond,GBP,1046196.2,1.95,1.11,DVP,RFQ,0,0.54,1,1,0,None,10,0,1.74
JP7HDCXLGUM2,2025-09-23,2025-09-26,BNP Paribas,APAC,Corporate Bond,USD,8706558.5,1.52,1.54,DVP,RFQ,1,0.95,1,3,0,None,9,1,0.98
USRZHOAK7CW3,2025-10-01,2025-10-03,Deutsche Bank,AMER,Agency Bond,EUR,297328.45,5.02,1.93,FOP,Chat,0,0.11,0,2,0,None,10,0,2.59
DEM8PF8D4E20,2025-09-29,2025-10-02,HSBC,AMER,Sovereign Bond,USD,2130339.84,3.73,1.44,FOP,Chat,2,0.81,1,3,0,None,9,0,2.57
DEIBBVYYQ5I3,2025-11-03,2025-11-04,Citibank,EMEA,Agency Bond,JPY,3559881.47,5.26,2.14,DVP,Chat,0,0.97,0,1,0,None,11,0,2.45
JP6K5A7MHVP3,2025-10-25,2025-10-27,Deutsche Bank,EMEA,Corporate Bond,JPY,5437989.62,1.55,1.44,FOP,Voice,1,0.54,1,2,1,Instruction Error,10,1,1.07
DESD2CD3BPD9,2025-10-01,2025-10-03,Deutsche Bank,APAC,Municipal Bond,JPY,5468770.73,2.2,0.66,FOP,RFQ,0,0.14,1,2,0,None,10,1,3.28
INM0J78G7OH5,2025-10-29,2025-10-31,Barclays UK,AMER,Agency Bond,USD,4505948.3,7.42,2.04,DVP,Chat,0,0.76,1,2,0,None,10,0,3.62
GB1E6XFHA5F5,2025-09-15,2025-09-18,Barclays UK,AMER,Corporate Bond,GBP,2933608.7,6.76,0.63,DVP,Chat,0,0.46,0,3,0,None,9,0,10.56
DEVB5RAIYSS1,2025-11-01,2025-11-02,BNP Paribas,EMEA,Agency Bond,USD,8319410.93,2.12,1.19,FOP,FIX API,0,0.79,1,1,0,None,11,1,1.77
FR45XOWVQ5W3,2025-09-20,2025-09-23,BNP Paribas,APAC,Agency Bond,EUR,391480.9,5.77,2.92,FOP,Chat,1,0.62,1,3,0,None,9,0,1.97
DEGI3EHW1U42,2025-11-05,2025-11-08,HSBC,EMEA,Sovereign Bond,JPY,242976.83,5.07,1.53,FOP,FIX API,2,0.78,0,3,0,None,11,0,3.29
GBDMCNSNWHU7,2025-10-28,2025-10-31,Citibank,EMEA,Sovereign Bond,EUR,2938722.93,3.84,2.63,DVP,FIX API,2,0.04,0,3,0,None,10,0,1.45
FR1Y1AZWEX17,2025-11-04,2025-11-06,JP Morgan,EMEA,Sovereign Bond,GBP,2308184.79,2.44,0.25,FOP,RFQ,0,0.48,0,2,0,None,11,0,9.38
JP1LROBQLB99,2025-10-28,2025-10-30,HSBC,APAC,Sovereign Bond,EUR,3782101.61,1.9,1.68,FOP,Chat,1,0.97,1,2,0,None,10,0,1.12
JPEJZ1CPBBL6,2025-10-17,2025-10-18,Barclays UK,EMEA,Sovereign Bond,GBP,7401017.07,6.74,0.69,DVP,Chat,0,0.86,1,1,0,None,10,1,9.63
DEJXV5M9RJF4,2025-09-28,2025-10-01,JP Morgan,APAC,Agency Bond,JPY,2882544.97,6.99,2.89,FOP,FIX API,1,0.15,0,3,0,None,9,0,2.41
JP9I39E2TEB2,2025-10-31,2025-11-01,HSBC,EMEA,Municipal Bond,USD,4497270.93,7.46,1.52,DVP,Chat,2,0.55,0,1,0,None,10,0,4.88
DE5U7SA9Y679,2025-10-31,2025-11-02,Citibank,APAC,Corporate Bond,JPY,3099610.21,1.18,1.97,FOP,RFQ,0,0.18,0,2,0,None,10,0,0.6
JP5XA5RT97A0,2025-10-01,2025-10-03,Barclays UK,APAC,Sovereign Bond,GBP,3334881.19,4.47,1.25,FOP,FIX API,0,0.07,1,2,0,None,10,0,3.55
INBE21TDJ7K4,2025-10-23,2025-10-24,Citibank,APAC,Municipal Bond,JPY,8967440.91,2.77,1.2,FOP,FIX API,1,0.78,0,1,1,Counterparty Mismatch,10,1,2.29
FR5MDSZF8ER5,2025-11-08,2025-11-10,JP Morgan,APAC,Agency Bond,GBP,7976019.23,3.35,2.48,DVP,Voice,0,0.51,1,2,0,None,11,1,1.35
DE75051PGWZ8,2025-10-07,2025-10-09,Barclays UK,APAC,Municipal Bond,USD,2316039.65,1.51,0.64,DVP,Voice,2,0.06,1,2,0,None,10,0,2.32
GBRM3N027WU5,2025-11-10,2025-11-11,Barclays UK,AMER,Corporate Bond,JPY,1917353.92,6.81,1.57,DVP,RFQ,0,0.07,0,1,0,None,11,0,4.31
USNZUCEWTM33,2025-11-11,2025-11-13,JP Morgan,APAC,Agency Bond,USD,531220.05,2.67,0.27,DVP,FIX API,0,0.24,0,2,1,Missing Cash,11,0,9.54
DE028PNOPNS2,2025-10-02,2025-10-05,Deutsche Bank,APAC,Corporate Bond,USD,2431912.07,2.17,2.09,DVP,Chat,0,0.86,1,3,0,None,10,0,1.03
USP10QX49JK0,2025-10-17,2025-10-20,Citibank,APAC,Agency Bond,EUR,3467406.01,1.88,1.06,FOP,Chat,0,0.61,0,3,0,None,10,0,1.76
JPCHG3YH1QV2,2025-09-14,2025-09-17,Barclays UK,AMER,Sovereign Bond,JPY,2445665.21,5.41,1.11,DVP,RFQ,0,0.46,1,3,0,None,9,0,4.83
DE3IN6HXDII1,2025-09-29,2025-10-02,HSBC,APAC,Agency Bond,JPY,2463265.55,6.35,2.19,DVP,Chat,2,0.23,0,3,0,None,9,0,2.89
GBAAS9VCJCT0,2025-10-21,2025-10-22,Deutsche Bank,APAC,Municipal Bond,GBP,5378887.92,1.65,1.35,FOP,Voice,1,0.41,1,1,0,None,10,1,1.21
INYXZGWTUAO5,2025-10-30,2025-11-02,JP Morgan,APAC,Municipal Bond,JPY,3328710.04,3.61,2.34,FOP,RFQ,0,0.63,1,3,0,None,10,0,1.54
USSZP61ZJNB9,2025-11-05,2025-11-06,Deutsche Bank,AMER,Sovereign Bond,EUR,3127289.46,4.66,1.06,DVP,Voice,0,0.73,1,1,0,None,11,0,4.36
FRQ8Q9VFSPP8,2025-11-02,2025-11-03,Deutsche Bank,AMER,Municipal Bond,GBP,3171659.32,2.05,1.23,FOP,Chat,0,0.52,1,1,0,None,11,0,1.65
INRJWXVGF9A7,2025-11-07,2025-11-08,BNP Paribas,EMEA,Agency Bond,GBP,1972801.45,7.13,1.09,FOP,RFQ,1,0.3,0,1,0,None,11,0,6.48
GBNCXWFEW4O7,2025-10-26,2025-10-28,Citibank,APAC,Corporate Bond,GBP,7493785.05,6.69,2.32,FOP,Voice,2,0.03,1,2,0,None,10,1,2.87
US0IF87V2FO4,2025-10-22,2025-10-23,Deutsche Bank,EMEA,Agency Bond,EUR,9796311.42,3.52,0.29,DVP,RFQ,0,0.46,0,1,0,None,10,1,11.73
JPRJ1N0I09X9,2025-10-29,2025-11-01,Citibank,EMEA,Municipal Bond,USD,5910109.94,2.67,2.09,DVP,FIX API,0,0.82,0,3,0,None,10,1,1.27
US6XNW6PKJJ6,2025-10-16,2025-10-18,Barclays UK,AMER,Corporate Bond,GBP,890405.42,6.38,2.5,FOP,Voice,0,0.32,0,2,0,None,10,0,2.54
GBZHJCCLCRK9,2025-10-20,2025-10-23,Deutsche Bank,AMER,Corporate Bond,JPY,8132797.75,6.32,1.06,FOP,Chat,0,0.59,0,3,0,None,10,1,5.91
FRNC5OP5H4C8,2025-10-30,2025-11-02,HSBC,AMER,Sovereign Bond,JPY,9988049.22,1.61,2.85,FOP,Chat,1,0.82,0,3,0,None,10,1,0.56
JPNRN9VG15S0,2025-11-10,2025-11-13,Deutsche Bank,AMER,Corporate Bond,USD,266985.1,5.57,1.97,FOP,Chat,1,0.18,1,3,0,None,11,0,2.81
JPAQG4VR16A2,2025-10-01,2025-10-04,HSBC,APAC,Municipal Bond,EUR,4283370.38,1.14,0.86,FOP,RFQ,2,0.37,1,3,0,None,10,0,1.31
FRA6PREYQDE9,2025-09-24,2025-09-26,HSBC,APAC,Corporate Bond,USD,5729631.4,2.89,2.21,FOP,Chat,1,0.68,0,2,0,None,9,1,1.3
IN17EJKXWNN4,2025-10-24,2025-10-27,HSBC,EMEA,Agency Bond,USD,3907000.58,6.58,0.57,FOP,RFQ,0,0.88,0,3,0,None,10,0,11.34
FRRTRZTE0TP9,2025-09-25,2025-09-26,Citibank,APAC,Municipal Bond,EUR,6040271.29,3.13,2.46,DVP,RFQ,1,0.43,0,1,0,None,9,1,1.27
DE9QZ5QC08G0,2025-09-24,2025-09-25,Barclays UK,APAC,Corporate Bond,EUR,3941685.41,4.75,2.01,DVP,Chat,3,0.58,0,1,0,None,9,0,2.35
FRTTDTEX29P0,2025-10-14,2025-10-15,Deutsche Bank,AMER,Agency Bond,USD,3178847.55,1.46,1.63,FOP,FIX API,0,0.52,0,1,0,None,10,0,0.89
GB7055SO03A1,2025-10-06,2025-10-09,Citibank,EMEA,Municipal Bond,USD,9716164.03,6.65,0.44,DVP,FIX API,0,0.34,0,3,0,None,10,1,14.78
USQ9H3H0WV92,2025-10-09,2025-10-12,Citibank,APAC,Municipal Bond,JPY,5492776.28,4.37,0.76,DVP,Chat,1,0.71,1,3,0,None,10,1,5.68
FRG9RKZUK1H1,2025-10-17,2025-10-20,Barclays UK,EMEA,Sovereign Bond,USD,8912392.35,4.14,1.11,DVP,Voice,0,0.25,0,3,0,None,10,1,3.7
DEZJ78NXI9Z9,2025-09-21,2025-09-24,Barclays UK,EMEA,Municipal Bond,USD,8190541.55,1.11,0.95,FOP,Chat,1,0.05,0,3,0,None,9,1,1.16
IN33ELHFMAT0,2025-10-19,2025-10-22,HSBC,APAC,Agency Bond,GBP,5775643.96,3.37,0.92,DVP,FIX API,2,0.28,0,3,0,None,10,1,3.62
FRGUCFW86YE8,2025-09-29,2025-09-30,JP Morgan,APAC,Sovereign Bond,EUR,462001.2,5.81,1.7,FOP,Chat,2,0.78,1,1,0,None,9,0,3.4
INU0ZQD9PTO9,2025-10-03,2025-10-06,JP Morgan,AMER,Corporate Bond,JPY,4804372.68,2.66,1.57,FOP,RFQ,1,0.5,0,3,0,None,10,0,1.68
FR5WHEN99LV2,2025-10-26,2025-10-27,BNP Paribas,AMER,Agency Bond,EUR,4620349.15,4.84,0.79,FOP,RFQ,0,0.43,1,1,0,None,10,0,6.05
DEQ12S7BJXB2,2025-09-23,2025-09-24,Citibank,AMER,Sovereign Bond,USD,4930814.35,2.07,0.22,FOP,Voice,0,0.68,0,1,1,Counterparty Mismatch,9,0,9.0
USAA96KEMOA5,2025-09-23,2025-09-25,BNP Paribas,EMEA,Agency Bond,JPY,5383633.7,2.52,2.01,DVP,FIX API,1,0.28,1,2,1,Counterparty Mismatch,9,1,1.25
USRGGTT17T90,2025-10-03,2025-10-04,Citibank,APAC,Corporate Bond,GBP,6090933.38,6.41,0.31,FOP,FIX API,1,0.35,0,1,0,None,10,1,20.03
DE783FQ3K8M5,2025-09-17,2025-09-18,HSBC,EMEA,Agency Bond,GBP,3626409.01,2.34,1.88,FOP,Chat,0,0.34,0,1,0,None,9,0,1.24
FRHULWOAYF55,2025-11-08,2025-11-09,Deutsche Bank,APAC,Municipal Bond,JPY,4149368.5,1.87,2.89,DVP,Voice,1,0.15,0,1,0,None,11,0,0.64
JPO7Z0M93O12,2025-10-20,2025-10-21,Citibank,APAC,Agency Bond,GBP,2390066.03,4.95,2.09,FOP,Voice,0,0.47,0,1,0,None,10,0,2.36
INR8SSFQ9917,2025-10-23,2025-10-25,BNP Paribas,AMER,Agency Bond,USD,9805258.42,3.52,1.88,DVP,FIX API,0,0.45,0,2,0,None,10,1,1.86
USO3TTYLD8D0,2025-10-13,2025-10-14,Deutsche Bank,APAC,Municipal Bond,JPY,4615070.53,6.23,0.15,FOP,Chat,1,0.58,0,1,0,None,10,0,38.94
USYXJJOSGB27,2025-10-18,2025-10-21,Barclays UK,EMEA,Corporate Bond,USD,7745538.59,2.29,0.66,DVP,Chat,0,0.38,1,3,0,None,10,1,3.42
FR4TRYDV2Z40,2025-10-05,2025-10-08,BNP Paribas,EMEA,Corporate Bond,GBP,6222590.37,3.34,1.65,DVP,FIX API,0,0.95,1,3,0,None,10,1,2.01
JP3AGJLH0FC1,2025-10-31,2025-11-03,Barclays UK,APAC,Agency Bond,USD,9629034.2,7.2,0.61,FOP,Voice,0,0.15,1,3,0,None,10,1,11.61
DER9EZQTXF32,2025-10-03,2025-10-06,Citibank,APAC,Agency Bond,GBP,6583544.97,1.04,0.27,FOP,Voice,1,0.49,0,3,0,None,10,1,3.71
DEFDF3BET4L7,2025-09-27,2025-09-29,Barclays UK,APAC,Agency Bond,EUR,9979771.48,4.22,1.19,DVP,RFQ,0,0.39,1,2,0,None,9,1,3.52
GB5TA9DADL20,2025-09-25,2025-09-26,BNP Paribas,EMEA,Agency Bond,JPY,4444664.78,2.4,0.57,FOP,FIX API,0,0.31,0,1,0,None,9,0,4.14
JPYX1V06WKT6,2025-09-18,2025-09-20,Citibank,APAC,Sovereign Bond,GBP,1622065.88,7.13,1.67,DVP,Voice,1,0.06,0,2,0,None,9,0,4.24
GBXEXQ8EHO13,2025-10-14,2025-10-17,JP Morgan,EMEA,Municipal Bond,EUR,7524630.95,5.06,2.22,FOP,RFQ,1,0.09,0,3,0,None,10,1,2.27
DE8DC4FZOJ93,2025-10-08,2025-10-11,BNP Paribas,APAC,Sovereign Bond,USD,9433178.01,4.02,2.91,DVP,Voice,0,0.09,1,3,0,None,10,1,1.38
FRV3KHP7YSU2,2025-10-16,2025-10-17,Barclays UK,AMER,Corporate Bond,USD,6339081.6,1.05,0.61,FOP,Chat,1,0.26,1,1,0,None,10,1,1.69
FRNUNB0QDR04,2025-09-19,2025-09-22,BNP Paribas,EMEA,Agency Bond,JPY,1405848.99,0.75,1.25,DVP,Chat,0,0.98,1,3,0,None,9,0,0.6
USK83IDAXOG2,2025-09-27,2025-09-29,Citibank,AMER,Corporate Bond,JPY,7536548.46,2.69,2.18,DVP,Chat,0,0.2,1,2,0,None,9,1,1.23
JPKTR3Q7I5S3,2025-09-26,2025-09-27,BNP Paribas,AMER,Agency Bond,USD,4570129.33,5.88,2.31,DVP,Voice,1,0.52,0,1,0,None,9,0,2.53
INQ265FYW9W8,2025-10-03,2025-10-04,Deutsche Bank,AMER,Corporate Bond,EUR,6176683.37,4.85,0.23,DVP,RFQ,0,0.61,0,1,0,None,10,1,20.21
GBU5EZ5PZ128,2025-10-05,2025-10-06,JP Morgan,APAC,Sovereign Bond,USD,8100246.08,4.37,0.1,FOP,Chat,1,0.64,1,1,0,None,10,1,39.73
INW4A2T7SRD7,2025-09-27,2025-09-29,Citibank,EMEA,Sovereign Bond,USD,9660693.57,2.59,0.75,DVP,Chat,0,0.21,0,2,0,None,9,1,3.41
DEB6IU0PEBY4,2025-10-29,2025-11-01,Citibank,EMEA,Agency Bond,JPY,6126032.28,2.62,1.95,DVP,Chat,0,0.62,1,3,0,None,10,1,1.34
GBZMYAFX5U98,2025-10-15,2025-10-18,BNP Paribas,EMEA,Agency Bond,USD,6382211.31,3.51,0.15,FOP,FIX API,1,0.54,0,3,1,Instruction Error,10,1,21.94
GBP4CV20CRG9,2025-11-12,2025-11-14,BNP Paribas,APAC,Municipal Bond,JPY,1052436.84,5.63,0.43,DVP,Voice,0,0.27,1,2,0,None,11,0,12.8
JPY6RYNI6TC5,2025-11-02,2025-11-05,HSBC,AMER,Sovereign Bond,GBP,7774592.04,4.81,1.82,DVP,Chat,0,0.91,0,3,0,None,11,1,2.63
FR60LV23HOG5,2025-11-11,2025-11-14,Citibank,AMER,Municipal Bond,GBP,1701706.99,3.3,2.17,DVP,Chat,0,0.04,1,3,0,None,11,0,1.51
JPGMULPE04P5,2025-09-14,2025-09-17,Barclays UK,AMER,Municipal Bond,USD,5893976.52,2.2,0.58,DVP,Chat,1,0.59,0,3,0,None,9,1,3.73
FRMT072AYDL9,2025-10-24,2025-10-25,Barclays UK,EMEA,Sovereign Bond,GBP,1071431.69,7.05,1.08,DVP,Voice,2,1.0,0,1,0,None,10,0,6.47
US2H53OJ5RR8,2025-10-10,2025-10-11,JP Morgan,APAC,Municipal Bond,GBP,959680.56,6.77,2.39,FOP,RFQ,1,0.97,0,1,0,None,10,0,2.82
DEBIG79OLR88,2025-11-07,2025-11-09,HSBC,APAC,Agency Bond,EUR,3925838.91,3.78,1.94,DVP,RFQ,0,0.93,1,2,0,None,11,0,1.94
JP07OXIG9ZM2,2025-10-20,2025-10-22,BNP Paribas,APAC,Agency Bond,EUR,8641521.12,4.13,1.11,FOP,Voice,0,0.64,1,2,0,None,10,1,3.69
USGJDBIRGO08,2025-10-21,2025-10-22,Barclays UK,EMEA,Agency Bond,EUR,3840310.09,7.46,0.24,DVP,Chat,1,0.7,1,1,0,None,10,0,29.84
USFFPL9RU011,2025-11-10,2025-11-11,Barclays UK,EMEA,Sovereign Bond,JPY,7104788.73,3.51,0.36,FOP,RFQ,0,0.96,1,1,0,None,11,1,9.49
JPHEMLLPTP04,2025-10-24,2025-10-26,Barclays UK,APAC,Municipal Bond,USD,5359973.33,0.88,2.86,FOP,Voice,0,0.79,1,2,1,Counterparty Mismatch,10,1,0.31
GBA0YTRUIGS0,2025-10-03,2025-10-05,BNP Paribas,APAC,Sovereign Bond,USD,7395323.58,3.81,1.87,DVP,RFQ,0,0.11,1,2,0,None,10,1,2.03
GBSM9J681YV0,2025-11-07,2025-11-09,Citibank,AMER,Corporate Bond,GBP,5494067.05,4.37,2.64,FOP,FIX API,0,0.73,0,2,0,None,11,1,1.65
GBHT3D1IQ5N3,2025-11-09,2025-11-10,BNP Paribas,EMEA,Sovereign Bond,USD,5775102.38,4.74,0.59,FOP,RFQ,3,0.86,0,1,0,None,11,1,7.9
